Insert into UfAffiliate values(95947099, 'SDorgan9899@ufl.edu', '408-866-5778', 'N', 'F', '0', 'SonDorgan');
Insert into UfAffiliate values(90721300, 'DVoller3079@ufl.edu', '194-879-6638', 'N', 'F', '3320', 'DarnellVoller');
Insert into UfAffiliate values(38434754, 'DMuffley9603@ufl.edu', '988-231-2321', 'N', 'F', '3321', 'DevinMuffley');
Insert into UfAffiliate values(29100553, 'LVizza3229@ufl.edu', '650-558-2818', 'N', 'F', '3322', 'LetitiaVizza');
Insert into UfAffiliate values(40335316, 'CDouglas3743@ufl.edu', '681-818-7376', 'Y', 'P', '3323', 'ChadwickDouglas');
Insert into UfAffiliate values(89573256, 'ICall3944@ufl.edu', '979-681-8525', 'N', 'F', '3324', 'IvonneCall');
Insert into UfAffiliate values(70157665, 'RChallberg451@ufl.edu', '250-105-7208', 'N', 'F', '3325', 'RomeoChallberg');
Insert into UfAffiliate values(87235833, 'ACass4460@ufl.edu', '987-991-3489', 'N', 'F', '3326', 'AlbinaCass');
Insert into UfAffiliate values(48975992, 'CSkeesick4136@ufl.edu', '159-676-4198', 'N', 'F', '3327', 'CarrollSkeesick');
Insert into UfAffiliate values(43651325, 'SMccawley3098@ufl.edu', '759-494-5321', 'N', 'F', '3328', 'SalomeMccawley');
Insert into UfAffiliate values(97222585, 'CLarison3638@ufl.edu', '643-286-9054', 'N', 'F', '3329', 'CheyenneLarison');
Insert into UfAffiliate values(57723914, 'NStipp2763@ufl.edu', '540-973-5695', 'N', 'F', '3330', 'NonaStipp');
Insert into UfAffiliate values(24590924, 'JFennewald498@ufl.edu', '197-154-6842', 'N', 'F', '3331', 'JamaFennewald');
Insert into UfAffiliate values(41077098, 'EFlitter9392@ufl.edu', '434-479-1823', 'N', 'F', '3332', 'EllynFlitter');
Insert into UfAffiliate values(88829360, 'TVangelos4714@ufl.edu', '685-388-8902', 'N', 'F', '3333', 'TomVangelos');
Insert into UfAffiliate values(65999523, 'VMcnertney4543@ufl.edu', '927-131-1772', 'N', 'F', '3334', 'VonMcnertney');
Insert into UfAffiliate values(18924775, 'MHaik9946@ufl.edu', '474-441-1009', 'N', 'F', '3335', 'MarcusHaik');
Insert into UfAffiliate values(67242854, 'RHeitland3626@ufl.edu', '752-549-3140', 'N', 'F', '3336', 'RebbecaHeitland');
Insert into UfAffiliate values(81878008, 'PAudi146@ufl.edu', '252-942-5870', 'Y', 'P', '3337', 'PriscillaAudi');
Insert into UfAffiliate values(45674901, 'LVeller3937@ufl.edu', '383-855-6232', 'N', 'F', '3338', 'LemuelVeller');
Insert into UfAffiliate values(84795108, 'IMcgrail1334@ufl.edu', '160-600-8504', 'N', 'F', '3339', 'IrisMcgrail');
Insert into UfAffiliate values(16049045, 'MGord7708@ufl.edu', '967-949-9805', 'N', 'F', '3340', 'MerissaGord');
Insert into UfAffiliate values(61091668, 'MMoher1643@ufl.edu', '858-130-9181', 'N', 'F', '3341', 'MariMoher');
Insert into UfAffiliate values(38487697, 'VMccaa2929@ufl.edu', '515-852-4965', 'Y', 'E', '3342', 'VernitaMccaa');
Insert into UfAffiliate values(15186984, 'LSmolder4605@ufl.edu', '687-621-3009', 'N', 'F', '3343', 'LupeSmolder');
Insert into UfAffiliate values(97779178, 'HGillece3107@ufl.edu', '702-587-2621', 'N', 'F', '3344', 'HildeGillece');
Insert into UfAffiliate values(49366039, 'PParara652@ufl.edu', '844-329-4419', 'N', 'F', '3345', 'PatsyParara');
Insert into UfAffiliate values(45922851, 'EHamlett6802@ufl.edu', '368-241-7391', 'N', 'F', '3346', 'EusebioHamlett');
Insert into UfAffiliate values(47749829, 'TSowells5187@ufl.edu', '885-360-9378', 'N', 'F', '3347', 'TitusSowells');
Insert into UfAffiliate values(54335224, 'ERodeman7269@ufl.edu', '565-949-3480', 'N', 'F', '3348', 'EricRodeman');
Insert into UfAffiliate values(42002025, 'TFelizardo5020@ufl.edu', '968-686-2859', 'N', 'F', '3349', 'TommyFelizardo');
Insert into UfAffiliate values(62359848, 'ABonny1535@ufl.edu', '996-484-6528', 'N', 'F', '3350', 'AlberthaBonny');
Insert into UfAffiliate values(69469278, 'TBarcellos6036@ufl.edu', '458-151-1554', 'N', 'F', '3351', 'TifanyBarcellos');
Insert into UfAffiliate values(40149749, 'MVicoy2004@ufl.edu', '347-462-6408', 'N', 'F', '3352', 'MigdaliaVicoy');
Insert into UfAffiliate values(64813613, 'MRosekrans780@ufl.edu', '592-277-3062', 'N', 'F', '3353', 'MelanieRosekrans');
Insert into UfAffiliate values(53530719, 'AToppin7667@ufl.edu', '262-768-5251', 'Y', 'P', '3354', 'AlinaToppin');
Insert into UfAffiliate values(96805704, 'SBaymon5870@ufl.edu', '510-743-5528', 'N', 'F', '3355', 'SoonBaymon');
Insert into UfAffiliate values(20374708, 'DWaymire2423@ufl.edu', '242-745-9521', 'N', 'F', '3356', 'DorthyWaymire');
Insert into UfAffiliate values(50072682, 'TRamez3702@ufl.edu', '718-575-4111', 'N', 'F', '3357', 'TatyanaRamez');
Insert into UfAffiliate values(17264456, 'CEarthly8931@ufl.edu', '604-154-6355', 'N', 'F', '3358', 'ConchitaEarthly');
Insert into UfAffiliate values(96673950, 'DRucci1466@ufl.edu', '715-513-3523', 'N', 'F', '3359', 'DeloraRucci');
Insert into UfAffiliate values(83005249, 'OWallet1266@ufl.edu', '178-968-3161', 'Y', 'P', '3360', 'OrvalWallet');
Insert into UfAffiliate values(10526926, 'JSpickard1491@ufl.edu', '922-435-5207', 'N', 'F', '3361', 'JaeSpickard');
Insert into UfAffiliate values(79507375, 'NGalbiso3081@ufl.edu', '730-984-4639', 'Y', 'E', '3362', 'NumbersGalbiso');
Insert into UfAffiliate values(44473558, 'JMcdill3732@ufl.edu', '593-742-8071', 'N', 'P', '3363', 'JamaalMcdill');
Insert into UfAffiliate values(23030682, 'SKivett6233@ufl.edu', '954-118-1501', 'N', 'F', '3364', 'ScotKivett');
Insert into UfAffiliate values(36494921, 'APecarina5681@ufl.edu', '222-630-6716', 'N', 'F', '3365', 'ArdithPecarina');
Insert into UfAffiliate values(36221986, 'RChafe1623@ufl.edu', '720-175-5716', 'Y', 'P', '3366', 'RaeChafe');
Insert into UfAffiliate values(42478180, 'AMichelin9680@ufl.edu', '854-648-7308', 'N', 'F', '3367', 'AubreyMichelin');
Insert into UfAffiliate values(34335659, 'CFarmsworth4570@ufl.edu', '837-821-5036', 'N', 'F', '3368', 'CortneyFarmsworth');
Insert into UfAffiliate values(93468344, 'LMartorello3865@ufl.edu', '733-993-5961', 'N', 'F', '3369', 'LuciaMartorello');
Insert into UfAffiliate values(75728833, 'FScandura8863@ufl.edu', '472-401-6285', 'N', 'F', '3370', 'FloranceScandura');
Insert into UfAffiliate values(35040219, 'SBrownfield160@ufl.edu', '350-584-2944', 'N', 'F', '3371', 'SoilaBrownfield');
Insert into UfAffiliate values(14515481, 'LBlunt8519@ufl.edu', '119-420-4735', 'N', 'F', '3372', 'LarisaBlunt');
Insert into UfAffiliate values(80511321, 'RFetner4577@ufl.edu', '897-300-1007', 'N', 'F', '3373', 'RexFetner');
Insert into UfAffiliate values(17403003, 'OTebbetts3241@ufl.edu', '902-543-9675', 'N', 'F', '3374', 'OsvaldoTebbetts');
Insert into UfAffiliate values(28857919, 'DSissman6805@ufl.edu', '292-640-2600', 'N', 'F', '3375', 'DioneSissman');
Insert into UfAffiliate values(58087090, 'MPoli9404@ufl.edu', '538-588-1336', 'N', 'F', '3376', 'ManPoli');
Insert into UfAffiliate values(74489055, 'RReavley5063@ufl.edu', '654-665-3683', 'N', 'F', '3377', 'RichReavley');
Insert into UfAffiliate values(82239047, 'LDebem2033@ufl.edu', '110-453-9964', 'N', 'F', '3378', 'LindsayDebem');
Insert into UfAffiliate values(34813180, 'GFogler2959@ufl.edu', '366-580-5122', 'N', 'P', '3379', 'GrantFogler');
Insert into UfAffiliate values(44214924, 'NMoorefield6725@ufl.edu', '365-446-5817', 'N', 'F', '3380', 'NoreneMoorefield');
Insert into UfAffiliate values(24508875, 'HMahood9641@ufl.edu', '353-404-2616', 'N', 'F', '3381', 'HeidiMahood');
Insert into UfAffiliate values(38542799, 'AMeachem8321@ufl.edu', '452-473-5604', 'N', 'F', '3382', 'AngelesMeachem');
Insert into UfAffiliate values(64375957, 'CAngwin835@ufl.edu', '152-543-1055', 'N', 'F', '3383', 'CandraAngwin');
Insert into UfAffiliate values(91240975, 'CJoyal4116@ufl.edu', '247-775-9710', 'N', 'F', '3384', 'CristobalJoyal');
Insert into UfAffiliate values(19297514, 'GTupacyupanqui8849@ufl.edu', '701-690-9567', 'N', 'P', '3385', 'GilbertoTupacyupanqui');
Insert into UfAffiliate values(55943351, 'PPrchlik6900@ufl.edu', '789-414-7531', 'N', 'F', '3386', 'PazPrchlik');
Insert into UfAffiliate values(63574343, 'CParrigan3187@ufl.edu', '827-992-6771', 'N', 'F', '3387', 'CarmineParrigan');
Insert into UfAffiliate values(84269894, 'LSampayan6125@ufl.edu', '124-421-2153', 'N', 'F', '3388', 'LesleySampayan');
Insert into UfAffiliate values(26005936, 'HNordahl6109@ufl.edu', '551-351-4808', 'N', 'F', '3389', 'HeidyNordahl');
Insert into UfAffiliate values(82289462, 'NRallis209@ufl.edu', '379-421-5612', 'N', 'F', '3390', 'NoeliaRallis');
Insert into UfAffiliate values(19766828, 'JCaravantes7881@ufl.edu', '900-706-4846', 'N', 'F', '3391', 'JoanaCaravantes');
Insert into UfAffiliate values(88103963, 'EBaig2262@ufl.edu', '562-704-4522', 'N', 'F', '3392', 'ElenaBaig');
Insert into UfAffiliate values(87514336, 'IRobeza1568@ufl.edu', '878-525-9012', 'N', 'F', '3393', 'IkeRobeza');
Insert into UfAffiliate values(78883259, 'HKitt4529@ufl.edu', '360-144-6529', 'N', 'F', '3394', 'HiltonKitt');
Insert into UfAffiliate values(97307525, 'IHeuck9858@ufl.edu', '984-180-7785', 'Y', 'E', '3395', 'IvanaHeuck');
Insert into UfAffiliate values(76567750, 'KTurcios1842@ufl.edu', '385-609-4853', 'N', 'F', '3396', 'KristenTurcios');
Insert into UfAffiliate values(41660321, 'BSwayzer2545@ufl.edu', '569-470-3916', 'Y', 'E', '3397', 'BrittSwayzer');
Insert into UfAffiliate values(22969675, 'CBockelman3734@ufl.edu', '236-279-9882', 'N', 'F', '3398', 'CarlettaBockelman');
Insert into UfAffiliate values(73230097, 'DLaite626@ufl.edu', '964-181-2246', 'N', 'F', '3399', 'DollyLaite');
Insert into UfAffiliate values(11058829, 'EHaycook4750@ufl.edu', '952-141-8882', 'Y', 'E', '3400', 'EstelleHaycook');
Insert into UfAffiliate values(68972966, 'MDentremont9456@ufl.edu', '604-417-4079', 'N', 'F', '3401', 'MiguelDentremont');
Insert into UfAffiliate values(36904005, 'EFath4904@ufl.edu', '876-659-8313', 'N', 'F', '3402', 'ElfriedeFath');
Insert into UfAffiliate values(84996312, 'OEastman8522@ufl.edu', '805-286-3243', 'N', 'F', '3403', 'OrenEastman');
Insert into UfAffiliate values(18393699, 'LWoodruff7244@ufl.edu', '484-218-6880', 'N', 'F', '3404', 'LeannaWoodruff');
Insert into UfAffiliate values(46497634, 'FMontono6274@ufl.edu', '675-481-5131', 'N', 'F', '3405', 'FabianMontono');
Insert into UfAffiliate values(52253006, 'CHlavaty3506@ufl.edu', '179-940-3101', 'N', 'F', '3406', 'ClaudHlavaty');
Insert into UfAffiliate values(71306395, 'MPalm3169@ufl.edu', '339-407-2408', 'N', 'P', '3407', 'MargoPalm');
Insert into UfAffiliate values(54788631, 'KMeidinger2793@ufl.edu', '527-675-2974', 'N', 'F', '3408', 'KizzyMeidinger');
Insert into UfAffiliate values(41817912, 'RChatagnier810@ufl.edu', '895-494-5801', 'N', 'P', '3409', 'RigobertoChatagnier');
Insert into UfAffiliate values(24329286, 'TCasamayor9147@ufl.edu', '445-212-1096', 'N', 'F', '3410', 'TerisaCasamayor');
Insert into UfAffiliate values(29212480, 'FSporn6622@ufl.edu', '321-350-1113', 'N', 'F', '3411', 'FreidaSporn');
Insert into UfAffiliate values(90847140, 'BGolkin4898@ufl.edu', '370-760-9261', 'N', 'P', '3412', 'BrookGolkin');
Insert into UfAffiliate values(63626381, 'YNotaro6381@ufl.edu', '298-517-4357', 'N', 'F', '3413', 'YulandaNotaro');
Insert into UfAffiliate values(60956041, 'APezley5708@ufl.edu', '696-432-9219', 'Y', 'E', '3414', 'AngeloPezley');
Insert into UfAffiliate values(41826109, 'TMcsparren4385@ufl.edu', '690-472-3475', 'N', 'F', '3415', 'TomasMcsparren');
Insert into UfAffiliate values(80695167, 'BRambo7537@ufl.edu', '833-409-9094', 'N', 'F', '3416', 'BenedictRambo');
Insert into UfAffiliate values(57708189, 'DDecoste7268@ufl.edu', '996-206-8097', 'Y', 'P', '3417', 'DorianDecoste');
Insert into UfAffiliate values(75835433, 'RColtrin6380@ufl.edu', '140-745-8774', 'N', 'F', '3418', 'RicoColtrin');
Insert into UfAffiliate values(71235904, 'EDallam227@ufl.edu', '805-822-2867', 'N', 'F', '3419', 'ElfriedeDallam');
Insert into UfAffiliate values(10259064, 'SBuchaman8757@ufl.edu', '671-920-7004', 'N', 'F', '3420', 'ShannonBuchaman');
Insert into UfAffiliate values(67820863, 'SHasbrouck7557@ufl.edu', '160-366-8657', 'N', 'F', '3421', 'ShirleneHasbrouck');
Insert into UfAffiliate values(18747753, 'LGuyet8647@ufl.edu', '387-886-9255', 'N', 'F', '3422', 'LatriceGuyet');
Insert into UfAffiliate values(98435142, 'KInsalaco5684@ufl.edu', '373-189-4162', 'Y', 'P', '3423', 'KellieInsalaco');
Insert into UfAffiliate values(88590164, 'JReifer3698@ufl.edu', '127-175-2253', 'N', 'F', '3424', 'JoanneReifer');
Insert into UfAffiliate values(12665129, 'RVandre2255@ufl.edu', '747-726-8185', 'N', 'F', '3425', 'RosendoVandre');
Insert into UfAffiliate values(93103845, 'WStrapp9674@ufl.edu', '176-928-7464', 'N', 'P', '3426', 'WillisStrapp');
Insert into UfAffiliate values(16885254, 'STiro7699@ufl.edu', '788-100-3227', 'N', 'F', '3427', 'SelenaTiro');
Insert into UfAffiliate values(13545805, 'DCockett1786@ufl.edu', '586-734-9457', 'N', 'F', '3428', 'DonnettaCockett');
Insert into UfAffiliate values(34839157, 'UCuneio3017@ufl.edu', '889-646-7162', 'Y', 'P', '3429', 'UnaCuneio');
Insert into UfAffiliate values(69884107, 'LVannoy5449@ufl.edu', '941-363-5847', 'Y', 'P', '3430', 'LoriaVannoy');
Insert into UfAffiliate values(15669301, 'KPlancarte3968@ufl.edu', '730-739-2496', 'Y', 'E', '3431', 'KitPlancarte');
Insert into UfAffiliate values(36530386, 'EContrino4426@ufl.edu', '139-810-4714', 'N', 'F', '3432', 'ErasmoContrino');
Insert into UfAffiliate values(73239668, 'CAkwei7052@ufl.edu', '921-582-8717', 'N', 'F', '3433', 'ChristinAkwei');
Insert into UfAffiliate values(49071046, 'NGenovesi9652@ufl.edu', '458-377-8030', 'N', 'F', '3434', 'NoahGenovesi');
Insert into UfAffiliate values(81520335, 'ACordova9345@ufl.edu', '936-362-6785', 'N', 'F', '3435', 'AleaseCordova');
Insert into UfAffiliate values(44017415, 'CLandgraf576@ufl.edu', '160-959-2410', 'N', 'F', '3436', 'CharlesLandgraf');
Insert into UfAffiliate values(24827308, 'KValls5029@ufl.edu', '262-707-6891', 'N', 'F', '3437', 'KatelynnValls');
Insert into UfAffiliate values(11496190, 'AGoedecke3158@ufl.edu', '972-728-3210', 'N', 'F', '3438', 'AnjanetteGoedecke');
Insert into UfAffiliate values(69121018, 'BZank6914@ufl.edu', '350-380-4772', 'N', 'F', '3439', 'BrainZank');
Insert into UfAffiliate values(18122852, 'BDecristofaro3519@ufl.edu', '869-328-8390', 'N', 'E', '3440', 'BenDecristofaro');
Insert into UfAffiliate values(51525643, 'MWallin7812@ufl.edu', '458-986-9048', 'N', 'F', '3441', 'MervinWallin');
Insert into UfAffiliate values(57244057, 'ESeabold3477@ufl.edu', '903-605-4587', 'N', 'F', '3442', 'ErnestSeabold');
Insert into UfAffiliate values(42954617, 'BBurchette3331@ufl.edu', '738-559-1138', 'Y', 'P', '3443', 'BeverlyBurchette');
Insert into UfAffiliate values(73131692, 'CBenincasa9924@ufl.edu', '829-453-4261', 'Y', 'P', '3444', 'CruzBenincasa');
Insert into UfAffiliate values(69556232, 'RRadisovich2982@ufl.edu', '411-411-3270', 'Y', 'E', '3445', 'RomanRadisovich');
Insert into UfAffiliate values(73772031, 'WBlacksmith4240@ufl.edu', '933-665-7260', 'Y', 'P', '3446', 'WoodrowBlacksmith');
Insert into UfAffiliate values(41125442, 'ASober6144@ufl.edu', '133-861-4366', 'N', 'F', '3447', 'AlmedaSober');
Insert into UfAffiliate values(81699290, 'DAmesquita4374@ufl.edu', '901-398-3086', 'N', 'F', '3448', 'DianeAmesquita');
Insert into UfAffiliate values(82758850, 'TStepter9369@ufl.edu', '677-528-8076', 'N', 'F', '3449', 'TishaStepter');
Insert into UfAffiliate values(54622366, 'WKnoerzer1675@ufl.edu', '656-570-5457', 'N', 'F', '3450', 'WendellKnoerzer');
Insert into UfAffiliate values(98914434, 'LPortman7425@ufl.edu', '390-399-8529', 'N', 'F', '3451', 'LannyPortman');
Insert into UfAffiliate values(86006607, 'MTaskey6175@ufl.edu', '186-846-2699', 'N', 'F', '3452', 'MicahTaskey');
Insert into UfAffiliate values(69944292, 'DCapalbo516@ufl.edu', '821-725-5912', 'N', 'F', '3453', 'DarwinCapalbo');
Insert into UfAffiliate values(16127129, 'OToya9548@ufl.edu', '330-546-5746', 'N', 'P', '3454', 'OttoToya');
Insert into UfAffiliate values(82156234, 'RGalluccio2335@ufl.edu', '436-174-1826', 'N', 'F', '3455', 'RodgerGalluccio');
Insert into UfAffiliate values(53690353, 'ODegrave2117@ufl.edu', '684-701-8709', 'N', 'F', '3456', 'OletaDegrave');
Insert into UfAffiliate values(27868634, 'DCokeley8927@ufl.edu', '636-842-4332', 'N', 'F', '3457', 'DelenaCokeley');
Insert into UfAffiliate values(60852552, 'PJover7328@ufl.edu', '571-168-9941', 'N', 'F', '3458', 'PokJover');
Insert into UfAffiliate values(28532495, 'ISieja4505@ufl.edu', '241-811-6672', 'N', 'F', '3459', 'IsiahSieja');
Insert into UfAffiliate values(37345371, 'ESlentz8298@ufl.edu', '739-759-2187', 'N', 'F', '3460', 'EulahSlentz');
Insert into UfAffiliate values(38981875, 'LBrehon6508@ufl.edu', '704-269-5185', 'N', 'F', '3461', 'LeonBrehon');
Insert into UfAffiliate values(56138353, 'LChamnanphony3639@ufl.edu', '527-922-1170', 'N', 'F', '3462', 'LamarChamnanphony');
Insert into UfAffiliate values(93280933, 'MStrazza3410@ufl.edu', '710-566-6204', 'N', 'F', '3463', 'MelindaStrazza');
Insert into UfAffiliate values(21579763, 'CDipietro8113@ufl.edu', '311-442-8886', 'N', 'F', '3464', 'CheryllDipietro');
Insert into UfAffiliate values(85026896, 'AMetherell5118@ufl.edu', '673-375-1938', 'Y', 'P', '3465', 'AdaMetherell');
Insert into UfAffiliate values(90832115, 'LBularz281@ufl.edu', '787-377-1372', 'Y', 'E', '3466', 'LaneBularz');
Insert into UfAffiliate values(60898810, 'TSchutzenhofer1020@ufl.edu', '573-690-9978', 'N', 'F', '3467', 'TorySchutzenhofer');
Insert into UfAffiliate values(65523015, 'MLoshe1850@ufl.edu', '646-398-4641', 'Y', 'E', '3468', 'MerleneLoshe');
Insert into UfAffiliate values(63151734, 'EVanderwyk4666@ufl.edu', '287-481-8433', 'N', 'F', '3469', 'ElliVanderwyk');
Insert into UfAffiliate values(75577248, 'KDembowski796@ufl.edu', '700-670-6216', 'N', 'P', '3470', 'KyleDembowski');
Insert into UfAffiliate values(21131893, 'LOlshan6360@ufl.edu', '885-962-1582', 'N', 'F', '3471', 'LulaOlshan');
Insert into UfAffiliate values(75217795, 'VRasch3710@ufl.edu', '737-877-4496', 'N', 'F', '3472', 'VersieRasch');
Insert into UfAffiliate values(39248924, 'DBille8149@ufl.edu', '692-658-1333', 'N', 'F', '3473', 'DorethaBille');
Insert into UfAffiliate values(87962777, 'JZayicek3188@ufl.edu', '286-313-1798', 'N', 'F', '3474', 'JonZayicek');
Insert into UfAffiliate values(67447853, 'JDuvall4735@ufl.edu', '979-548-9987', 'Y', 'P', '3475', 'JessieDuvall');
Insert into UfAffiliate values(41516419, 'CMelito3288@ufl.edu', '469-350-9900', 'N', 'P', '3476', 'ChaunceyMelito');
Insert into UfAffiliate values(65429887, 'MBussen8146@ufl.edu', '728-914-8646', 'N', 'F', '3477', 'MelvinBussen');
Insert into UfAffiliate values(69427699, 'BTwillie6644@ufl.edu', '733-845-8249', 'N', 'F', '3478', 'BaoTwillie');
Insert into UfAffiliate values(77420308, 'FChikko8068@ufl.edu', '687-269-4732', 'N', 'F', '3479', 'FrancisChikko');
Insert into UfAffiliate values(68823164, 'RCadiz4645@ufl.edu', '157-964-8268', 'N', 'F', '3480', 'ReginaldCadiz');
Insert into UfAffiliate values(95368703, 'GPonce5542@ufl.edu', '879-355-7051', 'N', 'F', '3481', 'GalenPonce');
Insert into UfAffiliate values(85518905, 'SOhlsson6141@ufl.edu', '549-142-2781', 'N', 'P', '3482', 'SookOhlsson');
Insert into UfAffiliate values(39690361, 'KSchnabl3958@ufl.edu', '280-620-7831', 'N', 'F', '3483', 'KarissaSchnabl');
Insert into UfAffiliate values(53935365, 'RScovel5452@ufl.edu', '649-886-7636', 'N', 'F', '3484', 'RemonaScovel');
Insert into UfAffiliate values(93458503, 'BGuinto527@ufl.edu', '393-418-1506', 'N', 'F', '3485', 'BongGuinto');
Insert into UfAffiliate values(43805302, 'TGach3002@ufl.edu', '904-709-6002', 'N', 'F', '3486', 'TeodoroGach');
Insert into UfAffiliate values(39473645, 'RYacullo5784@ufl.edu', '932-271-5147', 'N', 'F', '3487', 'RupertYacullo');
Insert into UfAffiliate values(74044217, 'ACarolus1040@ufl.edu', '820-128-5721', 'N', 'F', '3488', 'AlysaCarolus');
Insert into UfAffiliate values(23051748, 'EWashum1044@ufl.edu', '887-683-3233', 'N', 'E', '3489', 'EuniceWashum');
Insert into UfAffiliate values(19691868, 'CBlouir2872@ufl.edu', '681-853-3860', 'N', 'F', '3490', 'ChristoperBlouir');
Insert into UfAffiliate values(22156833, 'KHadsell1485@ufl.edu', '193-661-1651', 'N', 'F', '3491', 'KelvinHadsell');
Insert into UfAffiliate values(32626249, 'OMeconi2070@ufl.edu', '819-273-7914', 'N', 'F', '3492', 'OscarMeconi');
Insert into UfAffiliate values(96827084, 'GForkner2531@ufl.edu', '875-819-9480', 'N', 'F', '3493', 'GayleForkner');
